"pro-id";"Nom";"Commune";"Début d'activité";"Fin d'activité";"Prédécesseur";"Successeur";"adresse";"coordonnées";"imprimerie";"patron";"libraire";"Date de brevet (libraire)";"lithographe";"Date de brevet (imprimeur-lithographe)";"imprimeur";"Date de brevet (imprimeur)";"graveur";"relieur";"typographe";"Linotypiste";"journaliste";"photographe";"marchand de journaux";"porteur de journaux";"Notes"
60;93;1;1563;1578;;;;;6;1;1;;0;;1;;0;1;0;0;0;0;0;0;
61;94;1;1578;1608;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
62;95;1;1591;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
63;96;1;1734;1747;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
64;97;1;1749;1780;;;;;13;1;0;;0;;0;;0;0;0;0;0;0;0;0;
65;98;1;1726;1747;;;;;13;1;0;;0;;0;;0;0;0;0;0;0;0;0;
66;99;1;1780;1791;;;;;13;1;0;;0;;0;;0;0;0;0;0;0;0;0;"Tué dans un mouvement populaire (source : Lepreux - nos journaux)"
67;100;1;;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
68;101;1;1664;1669;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
69;102;1;1608;1609;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
70;103;1;1601;1606;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
71;104;1;1618;1652;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
72;105;1;1657;1684;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
73;106;1;1721;1724;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
74;107;1;1612;1617;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
75;108;1;1636;1640;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
76;109;1;1604;1613;;;;;7;1;0;;0;;0;;0;0;0;0;0;0;0;0;
77;110;1;1613;1661;;;;;7;1;0;;0;;0;;0;0;0;0;0;0;0;0;
78;111;1;1661;1665;;;;;7;1;0;;0;;0;;0;0;0;0;0;0;0;0;
79;112;1;1563;1578;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
80;113;1;1595;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
81;114;1;1690;1710;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
82;115;1;1742;1780;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
83;116;1;1742;1743;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
84;117;1;1594;1595;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
85;118;1;1580;1581;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
86;119;1;1711;1726;;;;;5;1;0;;0;;0;;0;0;0;0;0;0;0;0;
87;120;1;1635;1659;;;;;5;1;0;;0;;0;;0;0;0;0;0;0;0;0;
88;121;1;1747;1748;;;;;5;1;0;;0;;0;;0;0;0;0;0;0;0;0;
89;122;1;1680;1719;;;;;5;1;0;;0;;0;;0;0;0;0;0;0;0;0;
90;123;1;1616;1649;;;;;4;1;0;;0;;0;;0;0;0;0;0;0;0;0;
91;124;1;1650;1689;;;;;4;1;0;;0;;0;;0;0;0;0;0;0;0;0;
92;125;1;1609;1633;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
93;126;1;1720;1727;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
94;127;1;1731;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
95;128;1;1662;1704;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
96;129;1;1704;1742;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
97;130;1;1743;1769;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
98;131;1;1667;1672;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
99;132;1;1633;1653;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
100;133;1;1654;1657;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
101;134;1;1673;1680;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
102;135;1;1719;1726;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
103;136;1;1643;1645;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
104;137;1;1752;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
105;138;1;1710;1720;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
106;139;1;1622;1623;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
107;140;1;1630;1634;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
108;141;1;1619;1630;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
109;142;1;1619;1630;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
110;143;1;1721;1742;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
111;144;1;1630;1659;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
112;145;1;1614;1616;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
113;146;1;1787;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
114;147;1;1776;1792;;;;;12;1;0;;0;;0;;0;0;0;0;0;0;0;0;
115;148;1;1724;1776;;;;;12;1;0;;0;;0;;0;0;0;0;0;0;0;0;
116;149;1;1564;1576;;;;"50.373111, 3.082596";;0;0;;0;;0;;0;0;0;0;0;0;0;0;
117;150;1;1619;;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
118;151;1;1609;1630;;;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
120;1775717158;1;;;;;"2 rue de la Cloris";"50.368499, 3.078575";;0;1;;0;;0;;0;0;0;0;0;0;0;0;"1879 annuaire"
121;60;1;1834;1861;7;849553465;"4 et 6 rue de Bellain";"50.368261, 3.082097";24;1;1;"06/11/1834";1;"01/10/1852";1;"03/09/1853";0;0;0;0;0;0;0;0;
123;1775738041;1;1854;1874;19;;"45 rue de Bellain";"50.369348, 3.082408";18;1;0;;1;"13/11/1854";1;"18/09/1870";0;0;0;0;0;0;0;0;"1860/1861 annuaire"
125;32;1;1864;1866;56;;;;16;1;1;;1;;1;;0;0;0;0;0;0;0;0;
126;56;1;1859;1864;2;32;"12 rue des Procureurs";"50.368508, 3.080329";16;1;1;;1;;1;"22/12/1854";0;0;0;0;0;0;0;0;
128;-1959082972;1;1861;1890;60;;"1 rue Saint-Pierre / 32 rue des Procureurs";"50.369224, 3.080866";17;1;1;"05/03/1855";1;"08/07/1861";0;;1;1;0;0;0;0;0;0;"1879 annuaire"
130;66;1;1854;1868;-1674945390;45;"25 rue Saint-Christophe";"50.369784, 3.081448";;0;1;;1;;1;"22/12/1854";0;0;0;0;0;0;0;0;
131;-1702047147;1;;;;;"32 rue du Clocher-Saint-Pierre";"50.370415, 3.079291";;0;0;;0;;1;;0;0;0;0;0;0;0;0;"1879 annuaire"
132;45;1;1868;1869;66;;"19 rue Saint-Pierre [?]";"50.369745, 3.081201";;0;0;;1;;1;;0;0;0;0;0;0;0;0;
133;82943600;1;1876;1898;;1063260530;"63 rue des Wetz";;;0;0;;0;;0;;0;0;1;0;0;0;0;0;"1879 annuaire"
134;49;1;;;;;"45 rue des Blancs Mouchons";"50.371833, 3.081091";;0;1;"01/01/1856";0;;0;;0;1;0;0;0;0;0;0;"1860/1861/1879 annuaire"
135;-1674945390;1;;1854;;66;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
136;1293775275;1;1854;;35;;"37 rue de la Mairie";"50.368126, 3.079696";;0;0;;1;;0;;1;0;0;0;0;0;0;0;"1860 annuaire"
137;35;1;1839;1863;;;"31 rue d'Arras";"50.367900, 3.073189";;0;0;;1;"30/09/1839";0;;1;0;0;0;0;0;0;0;"1860/1861 annuaire"
138;64;1;1851;1867;24;;"20 rue Massue";"50.369645, 3.076912";;0;1;;0;;1;;0;0;0;0;0;0;0;0;"1860 annuaire"
139;30;1;1851;;6;;"5 rue des Chapelets";"50.371998, 3.080716";15;1;1;"19/03/1851";1;"20/03/1851";1;"1851";0;0;0;0;0;0;0;0;
140;38;1;1844;;1051683431;;;;;0;1;"30/08/1844";0;;0;;0;0;0;0;0;0;0;0;
141;1051683431;1;;1844;;38;;;;0;0;;0;;0;;0;0;0;0;0;0;0;0;
142;1965964828;1;1846;;;;"28 rue Saint-Jacques";"50.370882, 3.084007";;0;1;"15/05/1846";0;;0;;0;0;0;0;0;0;0;0;"1860 annuaire"
143;535696109;1;1871;;;;;;;0;1;"15/06/1871";0;;0;;0;0;0;0;0;0;0;0;
144;39;1;1839;1852;;60;"30 rue Saint-Jacques";"50.370923, 3.084063";;0;0;;1;"28/11/1839";0;;0;0;0;0;0;0;0;0;
145;1775917560;1;;;;;"28 rue Saint-Jacques";"50.370882, 3.084007";;0;1;;0;;0;;0;0;0;0;0;0;0;0;"1879 annuaire"
147;1849073817;1;;;;;"4 et 6 rue de Bellain";"50.368261, 3.082097";;0;1;;0;;0;;0;0;0;0;0;0;0;0;"1913 annuaire"
149;33;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
150;34;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
151;36;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
152;37;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
153;40;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
154;41;1;;;;;"17 rue des Ferronniers";"50.369745, 3.081201";;0;1;;0;;0;;0;1;0;0;0;0;0;0;
155;42;1;;;;;"17 rue des Ferronniers";"50.369745, 3.081201";;0;1;;0;;0;;0;0;0;0;0;0;0;0;
156;43;1;;;;;;;;0;0;;0;;1;;0;0;0;0;0;0;0;0;
157;46;1;;1818;;;"rue de la Madeleine";;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
158;47;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
159;51;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
160;54;1;;1842;;;"1 rue du Clocher Saint-Pierre";"50.369898, 3.081088";;0;1;;0;;0;;0;0;0;0;0;0;0;0;
161;55;1;;;;;"1 rue du Clocher Saint-Pierre";"50.369898, 3.081088";;0;1;;1;;0;;0;0;0;0;0;0;0;0;"1879 annuaire"
162;53;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
163;57;1;;;;;"30 rue des Blancs Mouchons";"50.371787, 3.081241";;0;1;;0;;0;;0;0;0;0;0;0;0;0;"1879 annuaire"
164;58;1;;;;;"1 rue du Canteleux";"50.369654, 3.082848";29;1;1;;0;;0;;0;0;0;0;0;0;0;0;"1853 annuaire"
165;16;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
166;62;1;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
167;63;1;;;;;"6 rue de la Madeleine";;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
169;1428345909;22;;;;;;;;0;1;;0;;0;;0;0;0;0;0;0;0;0;
170;701979094;1;;;;;"9 rue du Béguinage";"50.371413, 3.079997";;0;0;;0;;0;;0;1;0;0;0;0;0;0;"1860/1861 annuaire"
171;1776153417;1;;;;;"48 rue de Bellain";"50.369447, 3.082676";;0;0;;0;;0;;0;0;1;0;0;0;0;0;"1860/1861 annuaire"
173;-1142789132;1;;;;;"14 rue du Canteleux";"50.369293, 3.083470";;0;0;;0;;0;;0;0;1;0;0;0;0;0;"1860 annuaire / 13 ruelle des archers 1879 annuaire"
174;-1659826529;1;;;;;"12 rue du Canteleux";"50.369322, 3.083384";;0;0;;0;;0;;0;1;0;0;0;0;0;0;"1860 annuaire"
175;-1396035099;1;1842;;;;"1 rue du Clocher Saint-Pierre";"50.369898, 3.081088";;0;1;;0;;0;;0;0;0;0;0;0;0;0;"1860 annuaire"
176;-929135806;1;;;;;"34 rue du Clocher Saint-Pierre";"50.370439, 3.079184";;0;0;;0;;0;;0;1;0;0;0;0;0;0;"1860 annuaire"
177;-1270194533;1;;;;;"13 rue des Procureurs";"50.368586, 3.080219";;0;0;;0;;0;;0;1;0;0;0;0;0;0;"1860/1879 annuaire"
178;1641145152;1;;1894;;;"19 rue des Foulons";"50.367736, 3.078618";;0;0;;1;;0;;0;0;1;0;0;0;0;0;"1860 annuaire/ 1879 annuaire : 17 rue des minimes"
179;1410363969;1;;;;;"24bis rue de Jean-de-Bologne";"50.373898, 3.075635";;0;0;;0;;0;;0;0;1;0;0;0;0;0;"1860 / 1879 annuaire : 28 rue des procureurs"
180;-1731560594;1;;;;;"7 place Jemmapes";"50.367276, 3.087094";;0;0;;0;;1;;0;0;1;0;0;0;0;0;"1860 annuaire  / 1879 annuaire : 21 rue de la Cloris"
181;-67336617;1;;;;;"31 rue de Lille";"50.376928, 3.089384";;0;0;;0;;0;;0;0;1;0;0;0;0;0;"1860 annuaire"
